period;cmd;country;nb_edges;nb_edges_country;traded_value_exp;traded_value_imp;traded_value_exp_country;traded_value_imp_country;contrib_nb_edges;contrib_trade_value_exp;contrib_trade_value_imp
1996;12;Norfolk Isds;1739;1;6032543317.0;10214764336.0;1114.0;0.0;0.0005750431282346176;1.846650643785174e-7;0.0
1996;12;North Macedonia;1739;13;6032543317.0;10214764336.0;532798.0;1070973.0;0.007475560667050029;0.00008832062564698862;0.00010484559063448569
1996;12;Norway;1739;38;6032543317.0;10214764336.0;139275913.0;186242240.0;0.02185163887291547;0.023087428582156008;0.018232651667119185
1996;12;Oman;1739;1;6032543317.0;10214764336.0;17356.0;0.0;0.0005750431282346176;2.877061810909828e-6;0.0
1996;12;Pakistan;1739;3;6032543317.0;10214764336.0;1377280.0;0.0;0.0017251293847038527;0.00022830834817526435;0.0
1996;12;Palau;1739;1;6032543317.0;10214764336.0;114798.0;0.0;0.0005750431282346176;0.000019029784614474903;0.0
1996;12;Panama;1739;9;6032543317.0;10214764336.0;5546427.0;1851461.0;0.005175388154111558;0.0009194176831469903;0.00018125342289835084
1996;12;Papua New Guinea;1739;13;6032543317.0;10214764336.0;200601.0;521975821.0;0.007475560667050029;0.000033253138760677714;0.05110013347644206
1996;12;Paraguay;1739;8;6032543317.0;10214764336.0;242838.0;216608.0;0.004600345025876941;0.00004025466328864489;0.00002120538397901224
1996;12;Peru;1739;8;6032543317.0;10214764336.0;106198.0;762621.0;0.004600345025876941;0.000017604183578877732;0.0000746586974417302
1996;12;Philippines;1739;30;6032543317.0;10214764336.0;45649502.0;113739655.0;0.017251293847038527;0.0075672066657785095;0.01113482908256103
1996;12;Poland;1739;40;6032543317.0;10214764336.0;30232579.0;42124604.0;0.023001725129384705;0.005011580922229456;0.004123893867187892
1996;12;Portugal;1739;44;6032543317.0;10214764336.0;81161915.0;195000302.0;0.025301897642323174;0.013454012799424379;0.019090044134719625
1996;12;Qatar;1739;2;6032543317.0;10214764336.0;16414.0;0.0;0.0011500862564692352;2.720908767243254e-6;0.0
