period;cmd;country;nb_edge_exp;nb_edge_imp;primary_value_exp;primary_value_imp;net_wgt_exp;net_wgt_imp;exp_share;imp_share;primary_value_per_partner_exp;primary_value_per_partner_imp;net_wgt_per_partner_exp;net_wgt_per_partner_imp
1997;01;Dominican Rep.;0;4;0.0;0.0;0.0;0.0;;;;0.0;;0.0
1997;01;Ecuador;8;2;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0
1997;01;Egypt;3;7;15884.0;35402615.0;51000.0;147737209.0;0.0004484662097058376;0.9995515337902942;5294.666666666667;5057516.428571428;17000.0;21105315.57142857
1997;01;El Salvador;1;4;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0
1997;01;Equatorial Guinea;6;0;0.0;0.0;0.0;0.0;;;0.0;;0.0;
1997;01;Eritrea;0;1;0.0;0.0;0.0;0.0;;;;0.0;;0.0
1997;01;Ethiopia;0;2;0.0;0.0;0.0;0.0;;;;0.0;;0.0
1997;01;European Union;76;87;218047395.0;1367215137.0;2167992108.0;12518373581.0;0.13754655181618838;0.8624534481838116;2869044.6710526315;15715116.51724138;28526211.94736842;143889351.50574714
1997;01;FS Micronesia;0;1;0.0;0.0;0.0;0.0;;;;0.0;;0.0
1997;01;Faroe Isds;0;6;0.0;402375.0;0.0;659540.0;0.0;1.0;;67062.5;;109923.33333333333
